Participant ID,1_UCLA_qn0,1_UCLA_qn1,1_UCLA_qn2,1_UCLA_qn3,1_UCLA_qn4,1_UCLA_qn5,1_UCLA_qn6,1_UCLA_qn7,1_UCLA_qn8,1_UCLA_qn9,2_UCLA_qn10,2_UCLA_qn11,2_UCLA_qn12,2_UCLA_qn13,2_UCLA_qn14,2_UCLA_qn15,2_UCLA_qn16,2_UCLA_qn17,2_UCLA_qn18,2_UCLA_qn19,2_UCLA_qn20
100,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(3) Sometimes,(3) Sometimes,(4) Always,(2) Rarely,(2) Rarely,(3) Sometimes,(1) Never,(3) Sometimes,(3) Sometimes,(1) Never,(2) Rarely,(4) Always,(4) Always
222,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(4) Always,(4) Always,(2) Rarely,(4) Always,(2) Rarely,(4) Always,(4) Always,(2) Rarely,(2) Rarely,(1) Never,(2) Rarely,(4) Always,(4) Always,(2) Rarely,(2) Rarely,(4) Always,(4) Always
178,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes
138,(3) Sometimes,(4) Always,(2) Rarely,(3) Sometimes,(2) Rarely,(2) Rarely,(4) Always,(4) Always,(4) Always,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always,(4) Always,(4) Always,(2) Rarely,(3) Sometimes,(1) Never,(4) Always,(3) Sometimes,(3) Sometimes
208,(4) Always,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
323,(1) Never,(3) Sometimes,(3) Sometimes,(3) Sometimes,(1) Never,(2) Rarely,(4) Always,(4) Always,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(4) Always,(4) Always,(1) Never,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely
137,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes
206,(4) Always,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,(2) Rarely,(1) Never,(4) Always,(3) Sometimes,(4) Always,(4) Always,(2) Rarely,(1) Never,(2) Rarely,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes
43,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
129,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(4) Always,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always
266,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(4) Always,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes
267,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(2) Rarely,(1) Never,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely
263,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes
123,(3) Sometimes,(1) Never,(1) Never,(1) Never,(4) Always,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(3) Sometimes,(4) Always,(1) Never,(1) Never,(1) Never,(1) Never,(3) Sometimes,(3) Sometimes,(1) Never,(1) Never,(3) Sometimes,(3) Sometimes
255,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes
315,(4) Always,(1) Never,(1) Never,(1) Never,(4) Always,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(1) Never,(2) Rarely,(1) Never,(4) Always,(4) Always,(2) Rarely,(1) Never,(4) Always,(4) Always
117,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(1) Never,(1) Never,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
31,(3) Sometimes,(4) Always,(4) Always,(3) Sometimes,(2) Rarely,(1) Never,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(4) Always,(2) Rarely,(3) Sometimes,(4) Always,(2) Rarely,(2) Rarely,(3) Sometimes
287,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
258,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes
44,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(4) Always,(4) Always,(2) Rarely,(3) Sometimes,(4) Always,(4) Always
322,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes
282,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
2,(3) Sometimes,(2) Rarely,(1) Never,(1) Never,(2) Rarely,(2) Rarely,(1) Never,(4) Always,(2) Rarely,(4) Always,(3) Sometimes,(1) Never,(1) Never,(1) Never,(1) Never,(4) Always,(4) Always,(3) Sometimes,(2) Rarely,(4) Always,(4) Always
295,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely
183,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(3) Sometimes,(3) Sometimes,(4) Always,(2) Rarely,(1) Never,(1) Never,(2) Rarely,(4) Always,(4) Always,(3) Sometimes,(1) Never,(4) Always,(4) Always
24,(1) Never,(1) Never,(3) Sometimes,(2) Rarely,(1) Never,(1) Never,(3) Sometimes,(4) Always,(3) Sometimes,(1) Never,(2) Rarely,(4) Always,(4) Always,(4) Always,(4) Always,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely
252,(1) Never,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(1) Never,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes
198,(3) Sometimes,,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
335,(3) Sometimes,(3) Sometimes,(2) Rarely,(1) Never,(2) Rarely,(4) Always,(3) Sometimes,(4) Always,(1) Never,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(4) Always,(4) Always
326,(3) Sometimes,(2) Rarely,(2) Rarely,(1) Never,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes
328,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(4) Always,(4) Always,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always
219,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
78,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(1) Never,(3) Sometimes,(2) Rarely,(2) Rarely
301,(1) Never,(4) Always,(4) Always,(4) Always,(1) Never,(1) Never,(4) Always,(4) Always,(3) Sometimes,(2) Rarely,(1) Never,(4) Always,(4) Always,(4) Always,(4) Always,(1) Never,(1) Never,(3) Sometimes,(4) Always,(1) Never,(1) Never
275,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(1) Never,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely
52,(2) Rarely,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(1) Never,(4) Always,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes
33,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes
321,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always,(3) Sometimes,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(4) Always,(2) Rarely,(3) Sometimes
140,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(1) Never,(2) Rarely,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always
115,(3) Sometimes,(2) Rarely,(1) Never,(3) Sometimes,(2) Rarely,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(3) Sometimes,(4) Always,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(4) Always,(3) Sometimes,(3) Sometimes
226,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(4) Always
89,(2) Rarely,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(1) Never,(1) Never,(1) Never,(4) Always,(4) Always,(1) Never,(3) Sometimes,(4) Always,(4) Always
302,(3) Sometimes,(4) Always,(3) Sometimes,(4) Always,(2) Rarely,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always
347,(3) Sometimes,(2) Rarely,(1) Never,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(4) Always,(4) Always
177,(4) Always,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(1) Never,(3) Sometimes,(3) Sometimes
300,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
169,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(2) Rarely,(1) Never,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely
325,(4) Always,(1) Never,(1) Never,(1) Never,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(1) Never,(1) Never,(1) Never,(1) Never,(3) Sometimes,(3) Sometimes,(1) Never,(1) Never,(3) Sometimes,(3) Sometimes
23,(3) Sometimes,(2) Rarely,(1) Never,(1) Never,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(1) Never,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always
40,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(1) Never,(3) Sometimes,(2) Rarely,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(1) Never,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes
18,(4) Always,(1) Never,(2) Rarely,(1) Never,(4) Always,(4) Always,(1) Never,(4) Always,(1) Never,(3) Sometimes,(4) Always,(1) Never,(1) Never,(1) Never,(1) Never,(4) Always,(4) Always,(3) Sometimes,(1) Never,(4) Always,(4) Always
338,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely
128,(3) Sometimes,(2) Rarely,(2) Rarely,(1) Never,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always
13,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely
69,(2) Rarely,(3) Sometimes,(1) Never,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always
171,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(1) Never,(1) Never,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always
238,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(1) Never,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(1) Never,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely
143,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes
309,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(2) Rarely,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes
